"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","io.supertokens.webserver.api.session","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\session\SessionRemoveAPI.java","3","63","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 32.","Design","CyclomaticComplexity"
"2","io.supertokens.webserver.api.session","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\session\SessionRemoveAPI.java","3","63","The method 'doPost(HttpServletRequest, HttpServletResponse)' has an NPath complexity of 49248, current threshold is 200","Design","NPathComplexity"
"3","io.supertokens.webserver.api.session","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\session\SessionRemoveAPI.java","3","121","Access to field `storage` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"4","io.supertokens.webserver.api.session","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\session\SessionRemoveAPI.java","3","135","Call to `getType` on foreign value `storage` (degree 2)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.session","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\session\SessionUserAPI.java","3","86","Access to field `storage` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.session","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\session\VerifySessionAPI.java","3","59","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","58","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"2","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","86","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"3","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","89","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"4","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","94","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"5","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","102","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"6","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","151","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"7","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","154","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"8","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","160","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"9","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","161","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"10","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\SignInUpAPI.java","3","169","Access to field `user` on foreign value `response` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\UserAPI.java","3","58","The method 'doGet(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"2","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\UserAPI.java","3","58","The method 'doGet(HttpServletRequest, HttpServletResponse)' has an NPath complexity of 688, current threshold is 200","Design","NPathComplexity"
"3","io.supertokens.webserver.api.thirdparty","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\thirdparty\UserAPI.java","3","88","Access to field `userIdMapping` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\CreateOrUpdateTotpDeviceAPI.java","3","41","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"2","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\CreateOrUpdateTotpDeviceAPI.java","3","80","Access to field `storage` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"3","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\CreateOrUpdateTotpDeviceAPI.java","3","101","The method 'doPut(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"4","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\CreateOrUpdateTotpDeviceAPI.java","3","132","Access to field `storage` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\GetTotpDevicesAPI.java","3","59","Access to field `storage` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\ImportTotpDeviceAPI.java","3","39","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"2","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\ImportTotpDeviceAPI.java","3","82","Access to field `storage` on foreign value `mappingAndStorage` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\RemoveTotpDeviceAPI.java","3","38","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\RemoveTotpDeviceAPI.java","3","65","Access to field `storage` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\VerifyTotpAPI.java","3","39","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.supertokens.webserver.api.totp","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\totp\VerifyTotpDeviceAPI.java","3","39","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\RemoveUserIdMappingAPI.java","3","52","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\UpdateExternalUserIdInfoAPI.java","3","52","The method 'doPut(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\UserIdMappingAPI.java","3","56","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"2","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\UserIdMappingAPI.java","3","126","The method 'doGet(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"3","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\UserIdMappingAPI.java","3","180","Access to field `userIdMapping` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"4","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\UserIdMappingAPI.java","3","182","Access to field `userIdMapping` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"5","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\UserIdMappingAPI.java","3","183","Access to field `userIdMapping` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"6","io.supertokens.webserver.api.useridmapping","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\useridmapping\UserIdMappingAPI.java","3","185","Access to field `userIdMapping` on foreign value `storageAndUserIdMapping` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.webserver.api.userroles","C:\User\pavan\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\userroles\RemovePermissionsForRoleAPI.java","3","54","The method 'doPost(HttpServletRequest, HttpServletResponse)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","48","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","107","Access to field `exception` on foreign value `event` (degree 1)","Design","LawOfDemeter"
"3","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","121","Access to field `exception` on foreign value `event` (degree 1)","Design","LawOfDemeter"
"4","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","141","Access to field `exception` on foreign value `event` (degree 1)","Design","LawOfDemeter"
"5","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","496","The method 'sendJsonRequest(Main, String, JsonElement, int, int, String, Map<String, String>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"6","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","503","Consider using a try-with-resources statement instead of explicitly closing the resource","Best Practices","UseTryWithResources"
"7","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","518","Call to `getOutputStream` on foreign value `con` (degree 1)","Design","LawOfDemeter"
"8","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","527","Call to `getInputStream` on foreign value `con` (degree 1)","Design","LawOfDemeter"
"9","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","529","Call to `getErrorStream` on foreign value `con` (degree 1)","Design","LawOfDemeter"
"10","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\APIKeysTest.java","3","549","Call to `close` on foreign value `inputStream` (degree 2)","Design","LawOfDemeter"
"1","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\ActiveUsersTest.java","3","106","Access to field `statusCode` on foreign value `e` (degree 1)","Design","LawOfDemeter"
"2","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\ActiveUsersTest.java","3","127","Access to field `statusCode` on foreign value `e` (degree 1)","Design","LawOfDemeter"
"3","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\ActiveUsersTest.java","3","148","Access to field `statusCode` on foreign value `e` (degree 1)","Design","LawOfDemeter"
"4","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\ActiveUsersTest.java","3","270","Avoid unused local variables such as 'signInResponse'.","Best Practices","UnusedLocalVariable"
"1","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeAPITest2_10.java","3","113","Access to field `statusCode` on foreign value `error` (degree 1)","Design","LawOfDemeter"
"1","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","192","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"2","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","199","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"3","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","211","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"4","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","212","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"5","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","213","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"6","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","214","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"7","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","215","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"8","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","216","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"9","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","217","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"10","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","218","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"11","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","219","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"12","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","227","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"13","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","228","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"14","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","229","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"15","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","230","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"16","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","231","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"17","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","232","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"18","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","233","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"19","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","234","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"20","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","235","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"21","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","242","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"22","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","243","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"23","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","244","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"24","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","245","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"25","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","246","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"26","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","247","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"27","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","248","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"28","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","249","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"29","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","250","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"30","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","258","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"31","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","259","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"32","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","260","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"33","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","261","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"34","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","262","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"35","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","263","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"36","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","264","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"37","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","265","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"38","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","266","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"39","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","273","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"40","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","280","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"41","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","281","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"42","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","282","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"43","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","283","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"44","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","284","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"45","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","291","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"46","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","292","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"47","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","293","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"48","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","294","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"49","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","295","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"50","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","296","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"51","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","297","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"52","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","313","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"53","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","314","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"54","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","315","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"55","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","316","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"56","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","317","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"57","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","318","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"58","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","319","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"59","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","320","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"60","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","321","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"61","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","329","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"62","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","330","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"63","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","331","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"64","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","339","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"65","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","340","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"66","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","341","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"67","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","342","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"68","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","343","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"69","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","344","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"70","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","345","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"71","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","346","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"72","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","347","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"73","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","348","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
"74","io.supertokens.test","C:\User\pavan\Projects\supertokens-core\src\test\java\io\supertokens\test\AuthRecipeTest.java","3","349","Access to field `users` on foreign value `users` (degree 1)","Design","LawOfDemeter"
